{ 0,21556351, 0,319221, 0,19236016, 0,11883182, 0,05537849, 0,06347992 } => 0
{ 0,28269618, 0,21556351, 0,319221, 0,19236016, 0,11883182, 0,05537849 } => 0
{ 0,45493107, 0,28269618, 0,21556351, 0,319221, 0,19236016, 0,11883182 } => 0
{ 0,68756531, 0,45493107, 0,28269618, 0,21556351, 0,319221, 0,19236016 } => 1
{ 0,86743516, 0,68756531, 0,45493107, 0,28269618, 0,21556351, 0,319221 } => 0
{ 0,86288848, 0,86743516, 0,68756531, 0,45493107, 0,28269618, 0,21556351 } => 1
{ 0,9017094, 0,86288848, 0,86743516, 0,68756531, 0,45493107, 0,28269618 } => 0
{ 0,82051282, 0,9017094, 0,86288848, 0,86743516, 0,68756531, 0,45493107 } => 1
{ 0,82639594, 0,82051282, 0,9017094, 0,86288848, 0,86743516, 0,68756531 } => 0
{ 0,67643468, 0,82639594, 0,82051282, 0,9017094, 0,86288848, 0,86743516 } => 1
{ 0,58148631, 0,67643468, 0,82639594, 0,82051282, 0,9017094, 0,86288848 } => 1
{ 0,48790896, 0,58148631, 0,67643468, 0,82639594, 0,82051282, 0,9017094 } => 0
{ 0,40054496, 0,48790896, 0,58148631, 0,67643468, 0,82639594, 0,82051282 } => 1
{ 0,28571429, 0,40054496, 0,48790896, 0,58148631, 0,67643468, 0,82639594 } => 1
{ 0,18225806, 0,28571429, 0,40054496, 0,48790896, 0,58148631, 0,67643468 } => 0
{ 0,29389313, 0,18225806, 0,28571429, 0,40054496, 0,48790896, 0,58148631 } => 0
{ 0,50318471, 0,29389313, 0,18225806, 0,28571429, 0,40054496, 0,48790896 } => 1
{ 0,46875, 0,50318471, 0,29389313, 0,18225806, 0,28571429, 0,40054496 } => 1
{ 0,4011544, 0,46875, 0,50318471, 0,29389313, 0,18225806, 0,28571429 } => 0
{ 0,24737945, 0,4011544, 0,46875, 0,50318471, 0,29389313, 0,18225806 } => 1
{ 0,15709459, 0,24737945, 0,4011544, 0,46875, 0,50318471, 0,29389313 } => 1
{ 0,19030125, 0,15709459, 0,24737945, 0,4011544, 0,46875, 0,50318471 } => 0
{ 0,29718004, 0,19030125, 0,15709459, 0,24737945, 0,4011544, 0,46875 } => 0
{ 0,49754386, 0,29718004, 0,19030125, 0,15709459, 0,24737945, 0,4011544 } => 0
{ 0,61869978, 0,49754386, 0,29718004, 0,19030125, 0,15709459, 0,24737945 } => 0
{ 0,65139752, 0,61869978, 0,49754386, 0,29718004, 0,19030125, 0,15709459 } => 1
{ 0,39865872, 0,65139752, 0,61869978, 0,49754386, 0,29718004, 0,19030125 } => 1
{ 0,23122239, 0,39865872, 0,65139752, 0,61869978, 0,49754386, 0,29718004 } => 0
{ 0,2204142, 0,23122239, 0,39865872, 0,65139752, 0,61869978, 0,49754386 } => 0
{ 0,34269199, 0,2204142, 0,23122239, 0,39865872, 0,65139752, 0,61869978 } => 1
{ 0,31529851, 0,34269199, 0,2204142, 0,23122239, 0,39865872, 0,65139752 } => 1
{ 0,44841675, 0,31529851, 0,34269199, 0,2204142, 0,23122239, 0,39865872 } => 0
{ 0,53875969, 0,44841675, 0,31529851, 0,34269199, 0,2204142, 0,23122239 } => 1
{ 0,74053296, 0,53875969, 0,44841675, 0,31529851, 0,34269199, 0,2204142 } => 1
{ 0,6661562, 0,74053296, 0,53875969, 0,44841675, 0,31529851, 0,34269199 } => 0
{ 0,61422088, 0,6661562, 0,74053296, 0,53875969, 0,44841675, 0,31529851 } => 1
{ 0,55105348, 0,61422088, 0,6661562, 0,74053296, 0,53875969, 0,44841675 } => 1
{ 0,44444444, 0,55105348, 0,61422088, 0,6661562, 0,74053296, 0,53875969 } => 0
{ 0,32853026, 0,44444444, 0,55105348, 0,61422088, 0,6661562, 0,74053296 } => 1
{ 0,26570546, 0,32853026, 0,44444444, 0,55105348, 0,61422088, 0,6661562 } => 0
{ 0,2296173, 0,26570546, 0,32853026, 0,44444444, 0,55105348, 0,61422088 } => 0
{ 0,24971297, 0,2296173, 0,26570546, 0,32853026, 0,44444444, 0,55105348 } => 1
{ 0,2350209, 0,24971297, 0,2296173, 0,26570546, 0,32853026, 0,44444444 } => 1
{ 0,11749762, 0,2350209, 0,24971297, 0,2296173, 0,26570546, 0,32853026 } => 1
{ 0,08561644, 0,11749762, 0,2350209, 0,24971297, 0,2296173, 0,26570546 } => 0
{ 0,12584541, 0,08561644, 0,11749762, 0,2350209, 0,24971297, 0,2296173 } => 1
{ 0,28720379, 0,12584541, 0,08561644, 0,11749762, 0,2350209, 0,24971297 } => 0
{ 0,42745946, 0,28720379, 0,12584541, 0,08561644, 0,11749762, 0,2350209 } => 0
{ 0,64798527, 0,42745946, 0,28720379, 0,12584541, 0,08561644, 0,11749762 } => 0
